RUA L?ERO BADAR? 471                                                  CENTRO                                                                  S? PAULO                                                               S? PAULO                                                               SP01009903 
RUA L?ERO BADAR? 633                                                  CENTRO                                                                  S? PAULO                                                               S? PAULO                                                               SP01009904 
RUA L?ERO BADAR? 633                                                  CENTRO                                                                  S? PAULO                                                               S? PAULO                                                               SP01009904 
RUA L?ERO BADAR? 425                                                  CENTRO                                                                  S? PAULO                                                               S? PAULO                                                               SP01009905 
RUA L?ERO BADAR? 425                                                  CENTRO                                                                  S? PAULO                                                               S? PAULO                                                               SP01009905 
RUA L?ERO BADAR? 377                                                  CENTRO                                                                  S? PAULO                                                               S? PAULO                                                               SP01009906 
RUA L?ERO BADAR? 377                                                  CENTRO                                                                  S? PAULO                                                               S? PAULO                                                               SP01009906 
RUA L?ERO BADAR? 293                                                  CENTRO                                                                  S? PAULO                                                               S? PAULO                                                               SP01009907 
RUA L?ERO BADAR? 293                                                  CENTRO                                                                  S? PAULO                                                               S? PAULO                                                               SP01009907 
RUA L?ERO BADAR? 73 6? ANDAR                                          CENTRO                                                                  S? PAULO                                                               S? PAULO                                                               SP01009908 
RUA L?ERO BADAR? 73 6? ANDAR                                          CENTRO                                                                  S? PAULO                                                               S? PAULO                                                               SP01009908 
RUA S? BENTO                                                           CENTRO                                                                  S? PAULO                                                               S? PAULO                                                               SP01010000 
RUA S? BENTO                                                           CENTRO                                                                  S? PAULO                                                               S? PAULO                                                               SP01010001 
PRA? ANT?IO PRADO                                                     CENTRO                                                                  S? PAULO                                                               S? PAULO                                                               SP01010010 
PRA? ANT?IO PRADO, 33                                                 CENTRO                                                                  S? PAULO                                                               S? PAULO                                                               SP01010900 
PRA? ANT?IO PRADO, 33                                                 CENTRO                                                                  S? PAULO                                                               S? PAULO                                                               SP01010900 
PRA? ANT?IO PRADO, 48                                                 CENTRO                                                                  S? PAULO                                                               S? PAULO                                                               SP01010901 
PRA? ANT?IO PRADO, 48                                                 CENTRO                                                                  S? PAULO                                                               S? PAULO                                                               SP01010901 
RUA S? BENTO, 290                                                      CENTRO                                                                  S? PAULO                                                               S? PAULO                                                               SP01010902 
RUA S? BENTO, 290                                                      CENTRO                                                                  S? PAULO                                                               S? PAULO                                                               SP01010902 
RUA S? BENTO, 370                                                      CENTRO                                                                  S? PAULO                                                               S? PAULO                                                               SP01010903 
RUA S? BENTO, 370                                                      CENTRO                                                                  S? PAULO                                                               S? PAULO                                                               SP01010903 
RUA S? BENTO, 398                                                      CENTRO                                                                  S? PAULO                                                               S? PAULO                                                               SP01010904 
RUA S? BENTO, 398                                                      CENTRO                                                                  S? PAULO                                                               S? PAULO                                                               SP01010904 
RUA S? BENTO, 470                                                      CENTRO                                                                  S? PAULO                                                               S? PAULO                                                               SP01010905 
RUA S? BENTO, 470                                                      CENTRO                                                                  S? PAULO                                                               S? PAULO                                                               SP01010905 
RUA S? BENTO                                                           CENTRO                                                                  S? PAULO                                                               S? PAULO                                                               SP01011000 
RUA S? BENTO                                                           CENTRO                                                                  S? PAULO                                                               S? PAULO                                                               SP01011100 
RUA S? BENTO, 59                                                       CENTRO                                                                  S? PAULO                                                               S? PAULO                                                               SP01011900 
RUA S? BENTO, 59                                                       CENTRO                                                                  S? PAULO                                                               S? PAULO                                                               SP01011900 
RUA S? BENTO, 279                                                      CENTRO                                                                  S? PAULO                                                               S? PAULO                                                               SP01011901 
RUA S? BENTO, 279                                                      CENTRO                                                                  S? PAULO                                                               S? PAULO                                                               SP01011901 
RUA S? BENTO, 329                                                      CENTRO                                                                  S? PAULO                                                               S? PAULO                                                               SP01011902 
RUA S? BENTO, 329                                                      CENTRO                                                                  S? PAULO                                                               S? PAULO                                                               SP01011902 
RUA S? BENTO, 365                                                      CENTRO                                                                  S? PAULO                                                               S? PAULO                                                               SP01011903 
RUA S? BENTO, 365                                                      CENTRO                                                                  S? PAULO                                                               S? PAULO                                                               SP01011903 
RUA S? BENTO, 545                                                      CENTRO                                                                  S? PAULO                                                               S? PAULO                                                               SP01011904 
RUA S? BENTO, 545                                                      CENTRO                                                                  S? PAULO                                                               S? PAULO                                                               SP01011904 
RUA ?LVARES PENTEADO                                                    CENTRO                                                                  S? PAULO                                                               S? PAULO                                                               SP01012000 
RUA ?LVARES PENTEADO                                                    CENTRO                                                                  S? PAULO                                                               S? PAULO                                                               SP01012001 
RUA DA QUITANDA                                                         CENTRO                                                                  S? PAULO                                                               S? PAULO                                                               SP01012010 
LARGO DA MISERIC?DIA                                                   CENTRO                                                                  S? PAULO                                                               S? PAULO                                                               SP01012020 
LARGO DO CAF?                                                          CENTRO                                                                  S? PAULO                                                               S? PAULO                                                               SP01012030 
RUA ?LVARES PENTEADO, 49                                                CENTRO                                                                  S? PAULO                                                               S? PAULO                                                               SP01012900 
RUA ?LVARES PENTEADO, 49                                                CENTRO                                                                  S? PAULO                                                               S? PAULO                                                               SP01012900 
RUA ?LVARES PENTEADO, 180                                               CENTRO                                                                  S? PAULO                                                               S? PAULO                                                               SP01012902 
RUA ?LVARES PENTEADO, 180                                               CENTRO                                                                  S? PAULO                                                               S? PAULO                                                               SP01012902 
RUA ?LVARES PENTEADO, 143                                               CENTRO                                                                  S? PAULO                                                               S? PAULO                                                               SP01012904 
RUA ?LVARES PENTEADO, 143                                               CENTRO                                                                  S? PAULO                                                               S? PAULO                                                               SP01012904 
RUA ?LVARES PENTEADO, 151                                               CENTRO                                                                  S? PAULO                                                               S? PAULO                                                               SP01012905 
RUA ?LVARES PENTEADO, 151                                               CENTRO                                                                  S? PAULO                                                               S? PAULO                                                               SP01012905 
RUA DA QUITANDA, 96                                                     CENTRO                                                                  S? PAULO                                                               S? PAULO                                                               SP01012907 
RUA DA QUITANDA, 96                                                     CENTRO                                                                  S? PAULO                                                               S? PAULO                                                               SP01012907 
RUA DA QUITANDA, 113                                                    CENTRO                                                                  S? PAULO                                                               S? PAULO                                                               SP01012908 
RUA DA QUITANDA, 113                                                    CENTRO                                                                  S? PAULO                                                               S? PAULO                                                               SP01012908 
LARGO DA MISERIC?DIA, 23                                               CENTRO                                                                  S? PAULO                                                               S? PAULO                                                               SP01012909 
LARGO DA MISERIC?DIA, 23                                               CENTRO                                                                  S? PAULO                                                               S? PAULO                                                               SP01012909 
RUA QUINZE DE NOVEMBRO                                                  CENTRO                                                                  S? PAULO                                                               S? PAULO                                                               SP01013000 
RUA QUINZE DE NOVEMBRO                                                  CENTRO                                                                  S? PAULO                                                               S? PAULO                                                               SP01013001 
RUA DO COM?CIO                                                         CENTRO                                                                  S? PAULO                                                               S? PAULO                                                               SP01013010 
RUA DO TESOURO                                                          CENTRO                                                                  S? PAULO                                                               S? PAULO                                                               SP01013020 
RUA DO TESOURO, 23                                                      CENTRO                                                                  S? PAULO                                                               S? PAULO                                                               SP01013901 
RUA DO TESOURO, 23                                                      CENTRO                                                                  S? PAULO                                                               S? PAULO                                                               SP01013901 
RUA DO TESOURO, 47                                                      CENTRO                                                                  S? PAULO                                                               S? PAULO                                                               SP01013902 
RUA DO TESOURO, 47                                                      CENTRO                                                                  S? PAULO                                                               S? PAULO                                                               SP01013902 
RUA QUINZE DE NOVEMBRO, 150                                             CENTRO                                                                  S? PAULO                                                               S? PAULO                                                               SP01013903 
RUA QUINZE DE NOVEMBRO, 150                                             CENTRO                                                                  S? PAULO                                                               S? PAULO                                                               SP01013903 
RUA QUINZE DE NOVEMBRO, 184                                             CENTRO                                                                  S? PAULO                                                               S? PAULO                                                               SP01013904 
RUA QUINZE DE NOVEMBRO, 184                                             CENTRO                                                                  S? PAULO                                                               S? PAULO                                                               SP01013904 
RUA QUINZE DE NOVEMBRO, 200                                             CENTRO                                                                  S? PAULO                                                               S? PAULO                                                               SP01013905 
RUA QUINZE DE NOVEMBRO, 200                                             CENTRO                                                                  S? PAULO                                                               S? PAULO                                                               SP01013905 
RUA QUINZE DE NOVEMBRO, 306                                             CENTRO                                                                  S? PAULO                                                               S? PAULO                                                               SP01013907 
RUA QUINZE DE NOVEMBRO, 306                                             CENTRO                                                                  S? PAULO                                                               S? PAULO                                                               SP01013907 
RUA QUINZE DE NOVEMBRO, 165                                             CENTRO                                                                  S? PAULO                                                               S? PAULO                                                               SP01013909 
RUA QUINZE DE NOVEMBRO, 165                                             CENTRO                                                                  S? PAULO                                                               S? PAULO                                                               SP01013909 
RUA QUINZE DE NOVEMBRO, 164                                             CENTRO                                                                  S? PAULO                                                               S? PAULO                                                               SP01013910 
RUA QUINZE DE NOVEMBRO, 164                                             CENTRO                                                                  S? PAULO                                                               S? PAULO                                                               SP01013910 
RUA QUINZE DE NOVEMBRO, 269                                             CENTRO                                                                  S? PAULO                                                               S? PAULO                                                               SP01013913 
RUA QUINZE DE NOVEMBRO, 269                                             CENTRO                                                                  S? PAULO                                                               S? PAULO                                                               SP01013913 
RUA QUINZE DE NOVEMBRO, 233                                             CENTRO                                                                  S? PAULO                                                               S? PAULO                                                               SP01013914 
RUA QUINZE DE NOVEMBRO, 233                                             CENTRO                                                                  S? PAULO                                                               S? PAULO                                                               SP01013914 
RUA QUINZE DE NOVEMBRO, 212                                             CENTRO                                                                  S? PAULO                                                               S? PAULO                                                               SP01013915 
RUA QUINZE DE NOVEMBRO, 212                                             CENTRO                                                                  S? PAULO                                                               S? PAULO                                                               SP01013915 
RUA BOA VISTA                                                           CENTRO                                                                  S? PAULO                                                               S? PAULO                                                               SP01014000 
RUA BOA VISTA                                                           CENTRO                                                                  S? PAULO                                                               S? PAULO                                                               SP01014001 
RUA JO? BR?OLA                                                        CENTRO                                                                  S? PAULO                                                               S? PAULO                                                               SP01014010 
RUA TR? DE DEZEMBRO                                                    CENTRO                                                                  S? PAULO                                                               S? PAULO                                                               SP01014020 
VIADUTO BOA VISTA                                                       CENTRO                                                                  S? PAULO                                                               S? PAULO                                                               SP01014030 
RUA JO? BR?OLA, 24                                                    CENTRO                                                                  S? PAULO                                                               S? PAULO                                                               SP01014900 
